county,school_dist,pupil_total,stable,mobile,mobile_instances,disabled_pupil_total,disabled_stable,disabled_mobile,disabled_mobile_instances,limited_eng_pupil_total,limited_eng_stable,limited_eng_mobile,limited_eng_mobile_instances,poor_pupil_total,poor_stable,poor_mobile,poor_mobile_instances,migrant_pupil_total,migrant_stable,migrant_mobile,migrant_mobile_instances,title_1_pupil_total,title_1_stable,title_1_mobile,title_1_mobile_instances,homeless_pupil_total,homeless_stable,homeless_mobile,homeless_mobile_instances,gifted_pupil_total,gifted_stable,gifted_mobile,gifted_mobile_instances,female_pupil_total,female_stable,female_mobile,female_mobile_instances,male_pupil_total,male_stable,male_mobile,male_mobile_instances,asian_pupil_total,asian_stable,asian_mobile,asian_mobile_instances,black_pupil_total,black_stable,black_mobile,black_mobile_instances,hispanic_pupil_total,hispanic_stable,hispanic_mobile,hispanic_mobile_instances,white_pupil_total,white_stable,white_mobile,white_mobile_instances,disabled_grad_base_total,disabled_graduated,disabled_completed,limited_eng_grad_base_total,limited_eng_graduated,limited_eng_completed,poor_grad_base_total,poor_graduated,poor_completed,migrant_grad_base_total,migrant_graduated,migrant_completed,title_1_grad_base_total,title_1_graduated,title_1_completed,homeless_grad_base_total,homeless_graduated,homeless_completed,gifted_grad_base_total,gifted_graduated,gifted_completed,stable_rate,mobile_rate,mobile_instances_rate,disabled_stable_rate,disabled_mobile_rate,disabled_mobile_instances_rate,disabled_graduated_rate,disabled_completed_rate,limited_eng_stable_rate,limited_eng_mobile_rate,limited_eng_mobile_instances_rate,limited_eng_graduated_rate,limited_eng_completed_rate,poor_stable_rate,poor_mobile_rate,poor_mobile_instances_rate,poor_graduated_rate,poor_completed_rate,migrant_stable_rate,migrant_mobile_rate,migrant_mobile_instances_rate,migrant_graduated_rate,migrant_completed_rate,title_1_stable_rate,title_1_mobile_rate,title_1_mobile_instances_rate,title_1_graduated_rate,title_1_completed_rate,homeless_stable_rate,homeless_mobile_rate,homeless_mobile_instances_rate,homeless_graduated_rate,homeless_completed_rate,gifted_stable_rate,gifted_mobile_rate,gifted_mobile_instances_rate,gifted_graduated_rate,gifted_completed_rate,female_stable_rate,female_mobile_rate,female_mobile_instances_rate,male_stable_rate,male_mobile_rate,male_mobile_instances_rate,female_stable_rate_rate,female_mobile_rate_rate,female_mobile_instances_rate_rate,white_stable_rate,white_mobile_rate,white_mobile_instances_rate,black_stable_rate,black_mobile_rate,black_mobile_instances_rate,hispanic_stable_rate,hispanic_mobile_rate,hispanic_mobile_instances_rate,asian_stable_rate,asian_mobile_rate,asian_mobile_instances_rate
DENVER,DENVER COUNTY 1,88761,64903,23124,27685,8815,6798,1944,2493,31131,24032,6919,8116,60056,47096,12398,15623,30,27,3,3,61769,44095,16980,20896,2080,1038,960,1299,11416,10028,1344,1606,43680,32063,11248,13251,45081,32840,11876,14434,2991,2203,782,870,13047,8868,4015,5004,51304,38413,12468,15171,17845,12952,4799,5383,614,235,254,1000,527,543,3745,2010,2153,42,21,23,3581,1893,2036,283,95,106,905,720,747,73.12,26.05,31.19,77.12,22.05,28.28,38.27,41.37,77.2,22.23,26.07,52.7,54.3,78.42,20.64,26.01,53.67,57.49,90.0,10.0,10.0,50.0,54.76,71.39,27.49,33.83,52.86,56.86,49.9,46.15,62.45,33.57,37.46,87.84,11.77,14.07,79.56,82.54,73.4,25.75,30.34,72.85,26.34,32.02,0.17,0.06,0.07,72.58,26.89,30.17,67.97,30.77,38.35,74.87,24.3,29.57,73.65,26.15,29.09
DOLORES,DOLORES COUNTY RE NO.2,318,229,89,91,25,16,9,9,0,0,0,0,146,102,44,45,0,0,0,0,161,119,42,43,0,0,0,0,11,11,0,0,156,116,40,41,162,113,49,50,0,0,0,0,1,1,0,0,21,9,12,13,266,202,64,65,1,1,1,0,0,0,11,9,10,0,0,0,2,2,2,0,0,0,1,1,1,72.01,27.99,28.62,64.0,36.0,36.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,69.86,30.14,30.82,81.82,90.91,0.0,0.0,0.0,0.0,0.0,73.91,26.09,26.71,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,74.36,25.64,26.28,69.75,30.25,30.86,47.67,16.44,16.85,75.94,24.06,24.44,100.0,0.0,0.0,42.86,57.14,61.9,0.0,0.0,0.0
DOUGLAS,DOUGLAS COUNTY RE 1,66965,55140,11722,12396,5677,4896,773,854,3254,2026,1225,1297,7219,5364,1852,1913,7,1,6,6,1644,935,709,763,678,399,276,335,4022,3733,286,303,32803,27070,5682,5992,34162,28070,6040,6404,2606,2157,445,486,1546,917,627,670,9325,6706,2605,2780,50557,43000,7481,7856,331,220,227,82,61,62,534,346,368,1,0,0,329,252,265,79,44,49,266,262,265,82.34,17.5,18.51,86.24,13.62,15.04,66.47,68.58,62.26,37.65,39.86,74.39,75.61,74.3,25.65,26.5,64.79,68.91,14.29,85.71,85.71,0.0,0.0,56.87,43.13,46.41,76.6,80.55,58.85,40.71,49.41,55.7,62.03,92.81,7.11,7.53,98.5,99.62,82.52,17.32,18.27,82.17,17.68,18.75,0.25,0.05,0.06,85.05,14.8,15.54,59.31,40.56,43.34,71.91,27.94,29.81,82.77,17.08,18.65
EAGLE,EAGLE COUNTY RE 50,6749,5472,1261,1365,584,507,76,88,2428,1965,455,505,2834,2278,547,612,28,22,6,6,1970,1602,361,406,87,42,45,50,527,462,65,68,3205,2631,568,621,3544,2841,693,744,67,57,10,12,25,19,6,6,3327,2711,605,665,3198,2584,610,647,31,18,18,142,68,68,149,113,113,2,2,2,1,0,0,11,7,7,45,43,44,81.08,18.68,20.23,86.82,13.01,15.07,58.06,58.06,80.93,18.74,20.8,47.89,47.89,80.38,19.3,21.59,75.84,75.84,78.57,21.43,21.43,100.0,100.0,81.32,18.32,20.61,0.0,0.0,48.28,51.72,57.47,63.64,63.64,87.67,12.33,12.9,95.56,97.78,82.09,17.72,19.38,80.16,19.55,20.99,2.56,0.55,0.6,80.8,19.07,20.23,76.0,24.0,24.0,81.48,18.18,19.99,85.07,14.93,17.91
ELBERT,ELIZABETH C-1,2804,2090,711,736,287,209,77,83,51,36,15,15,482,349,132,141,0,0,0,0,78,69,9,9,0,0,0,0,208,190,18,20,1362,1031,329,343,1442,1059,382,393,22,9,13,13,20,8,12,12,273,195,78,82,2396,1819,574,594,12,10,10,4,1,1,36,29,29,0,0,0,0,0,0,0,0,0,24,23,23,74.54,25.36,26.25,72.82,26.83,28.92,83.33,83.33,70.59,29.41,29.41,25.0,25.0,72.41,27.39,29.25,80.56,80.56,0.0,0.0,0.0,0.0,0.0,88.46,11.54,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.35,8.65,9.62,95.83,95.83,75.7,24.16,25.18,73.44,26.49,27.25,5.56,1.77,1.85,75.92,23.96,24.79,40.0,60.0,60.0,71.43,28.57,30.04,40.91,59.09,59.09
ELBERT,KIOWA C-2,437,323,114,115,40,32,8,8,14,12,2,2,161,130,31,31,0,0,0,0,48,40,8,8,2,1,1,1,16,12,4,4,218,157,61,62,219,166,53,53,3,3,0,0,5,4,1,1,38,25,13,13,376,283,93,94,1,1,1,2,2,2,10,10,10,0,0,0,0,0,0,2,2,2,1,1,1,73.91,26.09,26.32,80.0,20.0,20.0,100.0,100.0,85.71,14.29,14.29,100.0,100.0,80.75,19.25,19.25,100.0,100.0,0.0,0.0,0.0,0.0,0.0,83.33,16.67,16.67,0.0,0.0,50.0,50.0,50.0,100.0,100.0,75.0,25.0,25.0,100.0,100.0,72.02,27.98,28.44,75.8,24.2,24.2,33.04,12.83,13.05,75.27,24.73,25.0,80.0,20.0,20.0,65.79,34.21,34.21,100.0,0.0,0.0
ELBERT,BIG SANDY 100J,350,241,109,111,43,24,19,19,6,0,6,6,36,2,34,34,0,0,0,0,242,164,78,79,0,0,0,0,19,19,0,0,168,118,50,51,182,123,59,60,4,0,4,4,0,0,0,0,52,24,28,29,274,201,73,73,4,4,4,0,0,0,14,13,13,0,0,0,0,0,0,0,0,0,0,0,0,68.86,31.14,31.71,55.81,44.19,44.19,100.0,100.0,0.0,100.0,100.0,0.0,0.0,5.56,94.44,94.44,92.86,92.86,0.0,0.0,0.0,0.0,0.0,67.77,32.23,32.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,70.24,29.76,30.36,67.58,32.42,32.97,41.81,17.71,18.07,73.36,26.64,26.64,0.0,0.0,0.0,46.15,53.85,55.77,0.0,100.0,100.0
ELBERT,ELBERT 200,232,166,66,68,16,13,3,3,4,3,1,1,73,37,36,36,0,0,0,0,22,19,3,3,0,0,0,0,8,7,1,1,109,81,28,28,123,85,38,40,4,4,0,0,1,0,1,1,12,7,5,5,201,151,50,52,2,1,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,3,3,3,71.55,28.45,29.31,81.25,18.75,18.75,50.0,50.0,75.0,25.0,25.0,0.0,0.0,50.68,49.32,49.32,50.0,50.0,0.0,0.0,0.0,0.0,0.0,86.36,13.64,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,12.5,100.0,100.0,74.31,25.69,25.69,69.11,30.89,32.52,68.17,23.57,23.57,75.12,24.88,25.87,0.0,100.0,100.0,58.33,41.67,41.67,100.0,0.0,0.0
ELBERT,AGATE 300,16,5,13,13,3,1,3,3,1,0,1,1,13,3,11,11,0,0,0,0,11,5,7,7,0,0,0,0,0,0,0,0,11,2,9,9,5,3,4,4,0,0,0,0,0,0,0,0,3,0,3,3,13,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,81.25,81.25,33.33,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,23.08,84.62,84.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45,63.64,63.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,81.82,81.82,60.0,80.0,80.0,165.27,743.82,743.82,38.46,76.92,76.92,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
EL PASO,CALHAN RJ-1,645,404,291,304,63,44,23,23,1,1,0,0,209,145,81,88,0,0,0,0,67,53,26,29,0,0,0,0,30,26,5,5,333,210,145,154,312,194,146,150,12,7,5,5,7,4,3,3,63,30,42,45,550,356,235,245,5,4,4,0,0,0,23,21,21,0,0,0,6,6,6,1,1,1,5,5,5,62.64,45.12,47.13,69.84,36.51,36.51,80.0,80.0,100.0,0.0,0.0,0.0,0.0,69.38,38.76,42.11,91.3,91.3,0.0,0.0,0.0,0.0,0.0,79.1,38.81,43.28,100.0,100.0,0.0,0.0,0.0,100.0,100.0,86.67,16.67,16.67,100.0,100.0,63.06,43.54,46.25,62.18,46.79,48.08,18.94,13.08,13.89,64.73,42.73,44.55,57.14,42.86,42.86,47.62,66.67,71.43,58.33,41.67,41.67
EL PASO,HARRISON 2,13926,7941,5872,6343,1208,727,473,528,2019,1503,493,561,9691,5814,3779,4172,1,0,1,1,7173,4034,3065,3355,60,13,47,51,486,426,58,62,6857,3988,2818,3027,7069,3953,3054,3316,752,370,379,406,2336,1482,837,913,5514,3374,2085,2286,4815,2424,2357,2506,48,28,28,66,44,44,385,287,293,1,1,1,6,4,4,8,6,6,48,44,44,57.02,42.17,45.55,60.18,39.16,43.71,58.33,58.33,74.44,24.42,27.79,66.67,66.67,59.99,38.99,43.05,74.55,76.1,0.0,100.0,100.0,100.0,100.0,56.24,42.73,46.77,66.67,66.67,21.67,78.33,85.0,75.0,75.0,87.65,11.93,12.76,91.67,91.67,58.16,41.1,44.14,55.92,43.2,46.91,0.85,0.6,0.64,50.34,48.95,52.05,63.44,35.83,39.08,61.19,37.81,41.46,49.2,50.4,53.99
EL PASO,WIDEFIELD 3,10617,7215,3380,3687,1174,891,281,320,297,195,99,114,4532,3289,1231,1390,3,2,1,1,552,412,139,151,93,28,64,76,273,238,34,42,5176,3514,1651,1792,5441,3701,1729,1895,150,109,41,43,1201,768,431,473,2665,1825,835,925,5552,3802,1735,1878,81,41,43,9,6,6,257,183,190,0,0,0,9,4,5,24,13,14,14,12,12,67.96,31.84,34.73,75.89,23.94,27.26,50.62,53.09,65.66,33.33,38.38,66.67,66.67,72.57,27.16,30.67,71.21,73.93,66.67,33.33,33.33,0.0,0.0,74.64,25.18,27.36,44.44,55.56,30.11,68.82,81.72,54.17,58.33,87.18,12.45,15.38,85.71,85.71,67.89,31.9,34.62,68.02,31.78,34.83,1.31,0.62,0.67,68.48,31.25,33.83,63.95,35.89,39.38,68.48,31.33,34.71,72.67,27.33,28.67
EL PASO,FOUNTAIN 8,9827,5302,4489,4738,1043,649,393,422,564,312,251,260,4283,2466,1796,1934,3,3,0,0,2031,971,1046,1129,323,148,173,194,431,304,126,133,4718,2475,2225,2351,5109,2827,2264,2387,178,85,89,97,1363,719,635,659,2162,1213,941,988,5273,2803,2456,2609,32,23,23,9,8,8,161,122,124,0,0,0,3,2,2,39,26,26,1,1,1,53.95,45.68,48.21,62.22,37.68,40.46,71.88,71.88,55.32,44.5,46.1,88.89,88.89,57.58,41.93,45.16,75.78,77.02,100.0,0.0,0.0,0.0,0.0,47.81,51.5,55.59,66.67,66.67,45.82,53.56,60.06,66.67,66.67,70.53,29.23,30.86,100.0,100.0,52.46,47.16,49.83,55.33,44.31,46.72,1.11,1.0,1.06,53.16,46.58,49.48,52.75,46.59,48.35,56.11,43.52,45.7,47.75,50.0,54.49
EL PASO,COLORADO SPRINGS 11,34548,23868,10560,12693,2465,1757,700,934,3558,2509,1038,1239,18399,12100,6200,7456,23,13,10,11,5869,3994,1826,2184,1567,757,789,1019,2878,2519,355,428,16867,11741,5070,6105,17681,12127,5490,6588,641,453,186,215,2709,1555,1140,1384,10087,6925,3116,3828,18129,12880,5203,6179,189,66,69,125,60,63,1142,621,678,1,0,0,47,17,20,88,34,37,250,225,231,69.09,30.57,36.74,71.28,28.4,37.89,34.92,36.51,70.52,29.17,34.82,48.0,50.4,65.76,33.7,40.52,54.38,59.37,56.52,43.48,47.83,0.0,0.0,68.05,31.11,37.21,36.17,42.55,48.31,50.35,65.03,38.64,42.05,87.53,12.33,14.87,90.0,92.4,69.61,30.06,36.19,68.59,31.05,37.26,0.41,0.18,0.21,71.05,28.7,34.08,57.4,42.08,51.09,68.65,30.89,37.95,70.67,29.02,33.54
EL PASO,CHEYENNE MOUNTAIN 12,5059,3785,1274,1300,276,223,53,56,190,132,58,60,814,553,261,268,0,0,0,0,982,685,297,299,5,2,3,3,637,583,54,54,2511,1872,639,652,2548,1913,635,648,170,134,36,36,146,88,58,58,704,472,232,233,3798,2923,875,899,20,16,17,2,2,2,30,23,24,0,0,0,1,1,1,1,0,0,62,61,61,74.82,25.18,25.7,80.8,19.2,20.29,80.0,85.0,69.47,30.53,31.58,100.0,100.0,67.94,32.06,32.92,76.67,80.0,0.0,0.0,0.0,0.0,0.0,69.76,30.24,30.45,100.0,100.0,40.0,60.0,60.0,0.0,0.0,91.52,8.48,8.48,98.39,98.39,74.55,25.45,25.97,75.08,24.92,25.43,2.97,1.01,1.03,76.96,23.04,23.67,60.27,39.73,39.73,67.05,32.95,33.1,78.82,21.18,21.18
EL PASO,MANITOU SPRINGS 14,1682,1146,537,537,113,85,28,28,9,8,1,1,473,314,159,159,0,0,0,0,100,75,25,25,3,0,3,3,111,99,12,12,818,559,260,260,864,587,277,277,16,11,5,5,6,5,1,1,158,117,41,41,1406,958,449,449,5,5,5,0,0,0,44,37,41,0,0,0,1,1,1,0,0,0,11,11,11,68.13,31.93,31.93,75.22,24.78,24.78,100.0,100.0,88.89,11.11,11.11,0.0,0.0,66.38,33.62,33.62,84.09,93.18,0.0,0.0,0.0,0.0,0.0,75.0,25.0,25.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,89.19,10.81,10.81,100.0,100.0,68.34,31.78,31.78,67.94,32.06,32.06,8.35,3.89,3.89,68.14,31.93,31.93,83.33,16.67,16.67,74.05,25.95,25.95,68.75,31.25,31.25
EL PASO,ACADEMY 20,25881,20007,5853,6077,1898,1528,368,395,561,363,197,205,3722,2572,1144,1224,0,0,0,0,263,197,65,69,28,21,7,7,2667,2405,262,264,12613,9738,2865,2968,13268,10269,2988,3109,954,742,212,222,843,559,283,296,3151,2266,883,914,19372,15316,4038,4189,111,65,69,28,21,21,276,210,216,0,0,0,2,2,2,11,6,6,294,287,290,77.3,22.62,23.48,80.51,19.39,20.81,58.56,62.16,64.71,35.12,36.54,75.0,75.0,69.1,30.74,32.89,76.09,78.26,0.0,0.0,0.0,0.0,0.0,74.9,24.71,26.24,100.0,100.0,75.0,25.0,25.0,54.55,54.55,90.18,9.82,9.9,97.62,98.64,77.21,22.71,23.53,77.4,22.52,23.43,0.61,0.18,0.19,79.06,20.84,21.62,66.31,33.57,35.11,71.91,28.02,29.01,77.78,22.22,23.27
EL PASO,ELLICOTT 22,1233,736,496,506,160,89,71,74,107,88,19,19,793,492,300,305,2,2,0,0,538,355,183,183,0,0,0,0,35,30,5,5,582,344,237,241,651,392,259,265,5,0,5,5,31,8,23,24,256,182,74,75,891,515,375,382,4,1,1,1,1,1,37,30,31,1,1,1,24,23,23,2,1,1,1,1,1,59.69,40.23,41.04,55.62,44.38,46.25,25.0,25.0,82.24,17.76,17.76,100.0,100.0,62.04,37.83,38.46,81.08,83.78,100.0,0.0,0.0,100.0,100.0,65.99,34.01,34.01,95.83,95.83,0.0,0.0,0.0,50.0,50.0,85.71,14.29,14.29,100.0,100.0,59.11,40.72,41.41,60.22,39.78,40.71,10.16,7.0,7.12,57.8,42.09,42.87,25.81,74.19,77.42,71.09,28.91,29.3,0.0,100.0,100.0
EL PASO,PEYTON 23 JT,734,562,172,182,62,49,13,14,8,5,3,3,216,153,63,70,3,2,1,1,377,290,87,91,2,2,0,0,33,32,1,2,349,266,83,86,385,296,89,96,5,3,2,2,6,2,4,4,67,42,25,28,621,495,126,132,4,4,4,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0,2,2,2,76.57,23.43,24.8,79.03,20.97,22.58,100.0,100.0,62.5,37.5,37.5,0.0,0.0,70.83,29.17,32.41,100.0,100.0,66.67,33.33,33.33,0.0,0.0,76.92,23.08,24.14,0.0,0.0,100.0,0.0,0.0,0.0,0.0,96.97,3.03,6.06,100.0,100.0,76.22,23.78,24.64,76.88,23.12,24.94,21.84,6.81,7.06,79.71,20.29,21.26,33.33,66.67,66.67,62.69,37.31,41.79,60.0,40.0,40.0
EL PASO,HANOVER 28,292,143,149,154,32,19,13,13,32,16,16,16,227,104,123,128,12,7,5,5,292,143,149,154,31,14,17,18,6,4,2,2,152,74,78,82,140,69,71,72,3,0,3,3,9,0,9,9,114,65,49,53,160,74,86,87,2,2,2,2,2,2,12,10,10,1,1,1,14,12,12,2,2,2,0,0,0,48.97,51.03,52.74,59.38,40.62,40.62,100.0,100.0,50.0,50.0,50.0,100.0,100.0,45.81,54.19,56.39,83.33,83.33,58.33,41.67,41.67,100.0,100.0,48.97,51.03,52.74,85.71,85.71,45.16,54.84,58.06,100.0,100.0,66.67,33.33,33.33,0.0,0.0,48.68,51.32,53.95,49.29,50.71,51.43,32.03,33.76,35.49,46.25,53.75,54.37,0.0,100.0,100.0,57.02,42.98,46.49,0.0,100.0,100.0
EL PASO,LEWIS-PALMER 38,6422,5105,1312,1365,517,428,89,93,310,250,60,64,725,520,204,222,0,0,0,0,91,68,23,23,5,1,4,4,900,830,69,74,3062,2407,652,682,3360,2698,660,683,182,145,37,38,67,44,23,23,621,476,145,151,5241,4176,1060,1104,33,16,16,11,11,11,51,40,40,0,0,0,2,1,1,1,1,1,85,82,84,79.49,20.43,21.26,82.79,17.21,17.99,48.48,48.48,80.65,19.35,20.65,100.0,100.0,71.72,28.14,30.62,78.43,78.43,0.0,0.0,0.0,0.0,0.0,74.73,25.27,25.27,50.0,50.0,20.0,80.0,80.0,100.0,100.0,92.22,7.67,8.22,96.47,98.82,78.61,21.29,22.27,80.3,19.64,20.33,2.57,0.7,0.73,79.68,20.23,21.06,65.67,34.33,34.33,76.65,23.35,24.32,79.67,20.33,20.88
EL PASO,FALCON 49,17388,12379,5031,5301,1590,1207,379,413,618,449,168,179,3593,2666,914,993,0,0,0,0,2759,1810,931,983,24,13,11,14,584,522,68,70,8375,5938,2461,2577,9013,6441,2570,2724,552,448,105,108,1272,834,441,469,3122,2143,986,1037,11226,8160,3081,3233,78,50,50,23,18,18,258,213,213,0,0,0,2,1,1,7,6,6,86,83,83,71.19,28.93,30.49,75.91,23.84,25.97,64.1,64.1,72.65,27.18,28.96,78.26,78.26,74.2,25.44,27.64,82.56,82.56,0.0,0.0,0.0,0.0,0.0,65.6,33.74,35.63,50.0,50.0,54.17,45.83,58.33,85.71,85.71,89.38,11.64,11.99,96.51,96.51,70.9,29.39,30.77,71.46,28.51,30.22,0.85,0.35,0.37,72.69,27.45,28.8,65.57,34.67,36.87,68.64,31.58,33.22,81.16,19.02,19.57
EL PASO,EDISON 54 JT,214,141,73,74,20,10,10,10,0,0,0,0,61,49,12,12,0,0,0,0,18,15,3,3,0,0,0,0,8,8,0,0,109,74,35,35,105,67,38,39,0,0,0,0,0,0,0,0,14,9,5,5,200,132,68,69,2,2,2,0,0,0,8,6,6,0,0,0,3,3,3,0,0,0,5,3,3,65.89,34.11,34.58,50.0,50.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,80.33,19.67,19.67,75.0,75.0,0.0,0.0,0.0,0.0,0.0,83.33,16.67,16.67,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,60.0,60.0,67.89,32.11,32.11,63.81,36.19,37.14,62.28,29.46,29.46,66.0,34.0,34.5,0.0,0.0,0.0,64.29,35.71,35.71,0.0,0.0,0.0
EL PASO,MIAMI/YODER 60 JT,357,193,164,169,32,18,14,15,7,4,3,3,203,115,88,89,0,0,0,0,239,134,105,108,0,0,0,0,5,4,1,1,175,95,80,81,182,98,84,88,0,0,0,0,3,0,3,3,51,28,23,23,279,151,128,133,2,1,1,0,0,0,10,9,9,0,0,0,1,1,1,0,0,0,0,0,0,54.06,45.94,47.34,56.25,43.75,46.88,50.0,50.0,57.14,42.86,42.86,0.0,0.0,56.65,43.35,43.84,90.0,90.0,0.0,0.0,0.0,0.0,0.0,56.07,43.93,45.19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,20.0,0.0,0.0,54.29,45.71,46.29,53.85,46.15,48.35,31.02,26.12,26.45,54.12,45.88,47.67,0.0,100.0,100.0,54.9,45.1,45.1,0.0,0.0,0.0
FREMONT,CANON CITY RE-1,4271,3211,1037,1129,535,419,115,126,33,29,4,4,16,1,15,15,0,0,0,0,1803,1349,438,480,10,0,10,10,299,273,25,27,2114,1609,493,536,2157,1602,544,593,26,21,5,5,29,22,7,7,532,370,159,171,3536,2694,822,898,42,22,22,0,0,0,171,94,108,0,0,0,11,4,8,5,0,2,26,24,24,75.18,24.28,26.43,78.32,21.5,23.55,52.38,52.38,87.88,12.12,12.12,0.0,0.0,6.25,93.75,93.75,54.97,63.16,0.0,0.0,0.0,0.0,0.0,74.82,24.29,26.62,36.36,72.73,0.0,100.0,100.0,0.0,40.0,91.3,8.36,9.03,92.31,92.31,76.11,23.32,25.35,74.27,25.22,27.49,3.6,1.1,1.2,76.19,23.25,25.4,75.86,24.14,24.14,69.55,29.89,32.14,80.77,19.23,19.23
FREMONT,FREMONT RE-2,1866,1314,551,595,220,161,59,63,28,22,6,6,929,693,236,260,0,0,0,0,1302,920,382,406,0,0,0,0,59,56,3,4,915,647,268,287,951,667,283,308,8,7,1,1,8,8,0,0,257,190,67,70,1505,1057,447,488,9,7,7,1,1,1,60,47,51,0,0,0,28,24,26,1,1,1,9,8,9,70.42,29.53,31.89,73.18,26.82,28.64,77.78,77.78,78.57,21.43,21.43,100.0,100.0,74.6,25.4,27.99,78.33,85.0,0.0,0.0,0.0,0.0,0.0,70.66,29.34,31.18,85.71,92.86,0.0,0.0,0.0,100.0,100.0,94.92,5.08,6.78,88.89,100.0,70.71,29.29,31.37,70.14,29.76,32.39,7.73,3.2,3.43,70.23,29.7,32.43,100.0,0.0,0.0,73.93,26.07,27.24,87.5,12.5,12.5
FREMONT,COTOPAXI RE-3,235,167,68,69,27,15,12,12,0,0,0,0,130,84,46,47,0,0,0,0,235,167,68,69,0,0,0,0,11,10,1,1,109,82,27,27,126,85,41,42,1,1,0,0,0,0,0,0,19,12,7,7,206,149,57,58,2,1,1,0,0,0,10,8,9,0,0,0,14,11,12,0,0,0,2,2,2,71.06,28.94,29.36,55.56,44.44,44.44,50.0,50.0,0.0,0.0,0.0,0.0,0.0,64.62,35.38,36.15,80.0,90.0,0.0,0.0,0.0,0.0,0.0,71.06,28.94,29.36,78.57,85.71,0.0,0.0,0.0,0.0,0.0,90.91,9.09,9.09,100.0,100.0,75.23,24.77,24.77,67.46,32.54,33.33,69.02,22.72,22.72,72.33,27.67,28.16,0.0,0.0,0.0,63.16,36.84,36.84,100.0,0.0,0.0
GARFIELD,ROARING FORK RE-1,5742,4569,1160,1281,408,351,56,61,2288,1977,307,366,1930,1664,265,300,14,10,4,4,2469,1987,473,517,0,0,0,0,332,306,26,27,2765,2205,554,606,2977,2364,606,675,51,44,7,7,12,4,8,8,2922,2362,551,632,2617,2054,559,596,34,27,28,69,40,40,101,73,73,1,1,1,0,0,0,0,0,0,39,39,39,79.57,20.2,22.31,86.03,13.73,14.95,79.41,82.35,86.41,13.42,16.0,57.97,57.97,86.22,13.73,15.54,72.28,72.28,71.43,28.57,28.57,100.0,100.0,80.48,19.16,20.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.17,7.83,8.13,100.0,100.0,79.75,20.04,21.92,79.41,20.36,22.67,2.88,0.72,0.79,78.49,21.36,22.77,33.33,66.67,66.67,80.84,18.86,21.63,86.27,13.73,13.73
GARFIELD,GARFIELD RE-2,5185,3942,1235,1322,367,273,94,100,1033,824,207,226,2643,2061,578,636,28,20,8,8,1495,1046,445,474,129,89,39,44,295,260,35,38,2494,1919,571,613,2691,2023,664,709,25,13,12,12,22,10,12,12,2187,1721,463,504,2833,2114,715,760,21,16,16,44,28,32,149,90,111,0,0,0,7,0,2,6,5,6,18,16,18,76.03,23.82,25.5,74.39,25.61,27.25,76.19,76.19,79.77,20.04,21.88,63.64,72.73,77.98,21.87,24.06,60.4,74.5,71.43,28.57,28.57,0.0,0.0,69.97,29.77,31.71,0.0,28.57,68.99,30.23,34.11,83.33,100.0,88.14,11.86,12.88,88.89,100.0,76.94,22.89,24.58,75.18,24.67,26.35,3.09,0.92,0.99,74.62,25.24,26.83,45.45,54.55,54.55,78.69,21.17,23.05,52.0,48.0,48.0
GARFIELD,GARFIELD 16,1275,854,423,454,112,65,47,50,237,163,74,77,637,433,204,229,4,0,4,4,504,327,177,189,5,0,5,8,28,23,5,5,597,406,192,210,678,448,231,244,2,1,1,1,4,0,4,4,416,294,123,132,777,499,279,299,4,3,3,7,6,6,48,36,37,1,1,1,0,0,0,1,1,1,1,1,1,66.98,33.18,35.61,58.04,41.96,44.64,75.0,75.0,68.78,31.22,32.49,85.71,85.71,67.97,32.03,35.95,75.0,77.08,0.0,100.0,100.0,100.0,100.0,64.88,35.12,37.5,0.0,0.0,0.0,100.0,160.0,100.0,100.0,82.14,17.86,17.86,100.0,100.0,68.01,32.16,35.18,66.08,34.07,35.99,11.39,5.39,5.89,64.22,35.91,38.48,0.0,100.0,100.0,70.67,29.57,31.73,50.0,50.0,50.0
